Date,Open,High,Low,Vol.,Change %
2024-02-29,0.9970792430566304,0.999034965142941,0.9999999999999999,0.23051790671243508,0.6888677450047573
2024-02-28,0.9951320717610508,0.9903496514294096,0.9862652186282878,0.2831883387663433,0.6936251189343482
2024-02-27,0.9999999999999998,1.0,0.9970568325632044,0.22887195571075045,0.6627021883920076
2024-02-26,0.9552150602016685,0.9855244771441144,0.9587956558848633,0.3663088643514172,0.8549000951474786
2024-02-23,0.9707924305663054,0.9729790240023469,0.956833544260333,0.33585877082025145,0.6351094196003806
2024-02-22,0.9746867731574647,0.9662237800029337,0.9695872698197799,0.29635594677982036,0.6084681255946718
2024-02-21,0.9561886458494582,0.974909093716465,0.9587956558848633,0.2568531227393892,0.7397716460513797
2024-02-20,0.967871673622936,0.9585035011464614,0.963700934946189,0.14986630762988817,0.6351094196003806
2024-02-19,0.9707924305663054,0.9758741285735241,0.9735114930688408,0.16550284214589214,0.6622264509990485
2024-02-16,0.9561886458494582,0.9575384662894023,0.9617388233216587,0.1687947441492614,0.7174119885823026
2024-02-15,0.967871673622936,0.9613986057176386,0.9617388233216587,0.18360830316442311,0.6260704091341579
2024-02-07,0.9630037453839868,0.9565734314323434,0.9627198791339239,0.17373259715431533,0.703615604186489
2024-02-06,0.9522943032582989,0.9565734314323434,0.9529093210112723,0.15315820963325744,0.6945765937202664
2024-02-05,0.9367169328936619,0.947888117718812,0.9430987628886207,0.21981922520148497,0.7369172216936252
2024-02-02,0.9191923912334452,0.9295524554346903,0.9254397582678479,0.23545575971748897,0.7668886774500476
2024-02-01,0.8773282083784832,0.9073566537223324,0.8822733025281808,0.6395367306310659,0.8758325404376784
2024-01-31,0.8744074514351138,0.86972029429703,0.8803111909036505,0.11200943459114165,0.6717411988582302
2024-01-30,0.8773282083784832,0.868755259439971,0.8793301350913854,0.07653919050483786,0.6522359657469077
2024-01-29,0.8773282083784832,0.870685329154089,0.8783490792791202,0.08567421856418757,0.6669838249286394
2024-01-26,0.873433865787324,0.871650364011148,0.8783490792791202,0.07459696832285,0.7069457659372027
2024-01-25,0.8695395231961647,0.8668251897258529,0.8734438002177943,0.06798847505108621,0.6722169362511894
2024-01-24,0.8763546227306934,0.867790224582912,0.8744248560300595,0.13999060161978039,0.6370123691722169
2024-01-23,0.8792753796740629,0.8735804337252662,0.8793301350913854,0.12023918959956481,0.6274976213130352
2024-01-22,0.8860904792085915,0.8774405731535023,0.883254358340446,0.08978909606839915,0.6717411988582302
2024-01-19,0.8783017940262731,0.8784056080105613,0.8822733025281808,0.12106216510040713,0.7017126546146527
2024-01-18,0.8753810370829036,0.86972029429703,0.877368023466855,0.0922580225709261,0.6622264509990485
2024-01-17,0.8744074514351138,0.86972029429703,0.8754059118423247,0.1144783610936686,0.6669838249286394
2024-01-16,0.8656451806050055,0.8668251897258529,0.8724627444055292,0.06509983104312968,0.6817316841103711
2024-01-15,0.8685659375483749,0.868755259439971,0.8744248560300595,0.10624860608524545,0.7021883920076119
2024-01-12,0.8666187662527953,0.8658601548687939,0.8665764095319383,0.21241244569390413,0.6517602283539486
2024-01-11,0.8656451806050055,0.8639300851546758,0.8724627444055292,0.11118645909029934,0.6822074215033301
2024-01-10,0.8851168935608017,0.8784056080105613,0.8705006327809989,0.27002073075286626,0.5732635585156993
2024-01-09,0.8909584074475406,0.8822657474387975,0.8911028048385673,0.09801885107682229,0.6327307326355851
2024-01-08,0.8919319930953304,0.8919160960093878,0.8960080838998931,0.11694728759619555,0.6622264509990485
2024-01-05,0.8909584074475406,0.8841958171529156,0.8901217490263021,0.0922580225709261,0.6867269267364415
2024-01-04,0.8812225509696425,0.8928811308664469,0.8871785815895066,0.2428625392250698,0.7112274024738344
2024-01-03,0.8744074514351138,0.8745454685823252,0.8793301350913854,0.11694728759619555,0.686964795432921
2024-01-02,0.8870640648563813,0.8784056080105613,0.8822733025281808,0.13916762611893807,0.6569933396764985
2023-12-29,0.884143307913012,0.8793706428676203,0.8861975257772414,0.15233523413241512,0.6422454804947669
2023-12-28,0.8880376505041712,0.8793706428676203,0.8881596374017717,0.09719587557597999,0.6522359657469077
2023-12-27,0.8919319930953304,0.8870909217240927,0.8940459722753628,0.11036348358945702,0.6522359657469077
2023-12-26,0.8831697222652222,0.894811200580565,0.8891406932140369,0.27495858375792015,0.7264509990485252
2023-12-25,0.867592351900585,0.871650364011148,0.8734438002177943,0.16467986664504985,0.7373929590865842
2023-12-22,0.8685659375483749,0.8610349805834987,0.8695195769687337,0.1037796795827185,0.6417697431018078
2023-12-21,0.8646715949572157,0.8610349805834987,0.8655953537196731,0.14328250362314965,0.686964795432921
2023-12-20,0.8617508380138462,0.8600699457264397,0.8665764095319383,0.10954050808861471,0.6722169362511894
2023-12-19,0.8578564954226869,0.8562098062982035,0.8616711304706125,0.10131075308019155,0.697431018078021
2023-12-18,0.8773282083784832,0.871650364011148,0.8626521862828777,0.18525425416610775,0.5580399619410086
2023-12-15,0.8802489653218527,0.8726153988682072,0.8754059118423247,0.1194162140987225,0.6669838249286394
